Kingdom	Phylum	Class	Order	Family	Genus	Species
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae		
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae		
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured microorganism	uncultured microorganism
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured microorganism	uncultured microorganism
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured bacterium	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Subgroup 13	uncultured bacterium	uncultured bacterium	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Subgroup 13	uncultured forest soil bacterium	uncultured forest soil bacterium	uncultured forest soil bacterium
Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	uncultured bacterium
Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	uncultured bacterium
Bacteria	Elusimicrobia	Lineage IIb	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
Bacteria	Elusimicrobia	Lineage IIa	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	uncultured forest soil bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	uncultured forest soil bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	uncultured Solibacter sp.
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Paludibaculum	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Paludibaculum	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	metagenome
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured Acidobacteria bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured Acidobacteria bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured soil bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured soil bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Paludibaculum	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultivated soil bacterium clone C002
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured soil bacterium
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	Granulicella cerasi
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Bacteria	Chloroflexi	AD3				
Bacteria	Chloroflexi	AD3	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium
Bacteria	Chloroflexi	AD3				
Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured Armatimonadetes bacterium
Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured Armatimonadetes bacterium
Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured Armatimonadetes bacterium
Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured bacterium
Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured bacterium
Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured bacterium
Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured bacterium
Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured bacterium
Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured Armatimonadetes bacterium
Bacteria	Actinobacteria	MB-A2-108	uncultured actinobacterium	uncultured actinobacterium	uncultured actinobacterium	uncultured actinobacterium
Bacteria	Actinobacteria	MB-A2-108	uncultured actinobacterium	uncultured actinobacterium	uncultured actinobacterium	uncultured actinobacterium
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured Armatimonadetes bacterium	uncultured Armatimonadetes bacterium
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	metagenome	metagenome
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	metagenome	metagenome
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria					
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria				
Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiales Incertae Sedis	Motilibacter	uncultured bacterium
Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiales Incertae Sedis	Motilibacter	
Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiales Incertae Sedis	Motilibacter	uncultured bacterium
Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiales Incertae Sedis	Motilibacter	uncultured bacterium
Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiales Incertae Sedis	Motilibacter	uncultured bacterium
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae		
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae		
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae		
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae		
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae		
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae		
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae		
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fukangensis
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
