BreedGroupID	FieldPeriodID	sample.id	BirdID	TubeNumber	OriginalSampleIDUnique	season	SequencingRun	CatchID	OccasionID	BTO	FieldRing	CatchTerritoryID	SampleDate	SampleYear	FreezerDate3	Timeinfridge	SampleType	SampleType4Way	ExtractionDate	Qubit	BirthDate	SexEstimate	SampleTime	CatchTime	Ageclass	AgeDays	SamplingAge	EyeColour	BreedTerritoryNumber	BreedTerritoryID	Status	TQcorrected	averageTQ_SameType	TQnotes_SameType	TQFinal_SameType	FieldPeriodID_LastSeen	LastPeriodSeenDate	LastBreedYearSeen	DaysToLastSeen	DiedEver	BirthDateEstimated	SampleReads	is.negLab	is.negCollection	MeanTQ_FP	MeanCentredTQ	Status2	Ageclass2	YrsToLastSeen	TerminalYear	Timeinfridge_scaled	CatchTime_scaled	TQcorrected_scaled	n_members	seasonstgt	HelperPresent	FledglingPresent	TerritoryID
8023	167	Sample.180.360	6670	360	360	Major	3	10514	13941	Z691128	LW/YX	169	19/09/2018	2018	25/09/2018	6	Faecal	Faecal	16/05/2019	11	30/11/2015	0	09:38	218	A	1024	2.804	RB	112	169	BrF	20983.14	NA	NA	20983.14	184	27/03/2023	2023	1650	no	FALSE	47428	FALSE	FALSE	11335.498985507247	9647.641014492752	Dominant	A 1-3 yrs	4.517453798767967	no	-0.8244076472639927	-0.43065237125045897	-0.09786558869168202	7	3	no	yes	169
7985	167	Sample.185.244	6261	244	244	Major	3	10462	13878	Z691429	GR/XL	63	15/08/2018	2018	25/09/2018	41	Faecal	Faecal	11/04/2019	0.0508	28/07/2014	1	12:05	365	A	1479	4.049	RB	46.1	64	BrM	8147.51	NA	NA	8147.51	177	18/03/2022	2022	1311	yes	FALSE	43765	FALSE	FALSE	11335.498985507247	-3187.988985507247	Dominant	A 3-6 yrs	3.589322381930185	no	-0.09376906632679964	-0.009383846718084706	-0.32638291652823376	7	5	yes	yes	64
8029	167	Sample.188.313	6902	313	313	Major	3	10489	13904	Z691484	WV/SX	140	07/09/2018	2018	25/09/2018	18	Faecal	Faecal	27/02/2019	0.307	07/12/2017	0	11:47	347	SA	274	0.75	LB	94.2	140	BrF	9349.68	NA	NA	9349.68	175	15/06/2021	2021	1012	yes	TRUE	48553	FALSE	FALSE	11335.498985507247	-1985.818985507247	Dominant	SA	2.7707049965776864	no	-0.5739029909426694	-0.06096774768123257	-0.3049802525370415	6	1	no	no	140
7945	166	Sample.189.137	6831	137	137	Minor	3	10304	13709	Z691407	NV/MX	172	10/02/2018	2018	03/04/2018	52	Faecal	Faecal	22/03/2019	0.0198	26/09/2017	1	16:45	645	OFL	137	0.375	G	123	172	OFL	7169.79	NA	NA	7169.79	176	30/09/2021	2021	1328	yes	TRUE	77427	FALSE	FALSE	34766.75641025641	-27596.966410256406	Juvenile	OFL	3.6358658453114305	no	0.13586020196774676	0.7930323904864377	-0.34378961661014273	6	4	no	yes	172
7988	167	Sample.190.240	6879	240	240	Major	3	10418	13819	Z691457	NE/SX	71	04/08/2018	2018	25/09/2018	52	Faecal	Faecal	05/04/2019	0.167	10/06/2018	0	09:30	210	OFL	55	0.151	G	50	71	AB	17438.84	NA	NA	17438.84	184	27/03/2023	2023	1696	no	TRUE	145894	FALSE	FALSE	11335.498985507247	6103.341014492753	Subordinate	FL	4.643394934976044	no	0.13586020196774676	-0.45357854945630244	-0.16096603370693177	8	3	yes	no	71
8011	167	Sample.191.219	1762	219	219	Major	3	10422	13794	P885903	BB/AX	15	22/07/2018	2018	25/09/2018	65	Faecal	Faecal	29/03/2019	0.0928	10/10/2002	1	16:30	630	A	5764	15.781	RB	10	15	BrM	8842	NA	NA	8842	174	16/03/2020	2020	603	yes	TRUE	62842	FALSE	FALSE	11335.498985507247	-2493.498985507247	Dominant	Old A	1.6509240246406571	no	0.40724024631584704	0.7500458063504811	-0.3140186617928443	7	11	no	no	15
7992	167	Sample.195.274	6061	274	274	Major	3	10452	13869	X784200	BL/KX	100	29/08/2018	2018	25/09/2018	27	Faecal	Faecal	17/05/2019	0.0484	30/01/2013	0	08:15	135	A	2037	5.577	RB	68	100	BrF	4398.15	NA	NA	4398.15	167	22/09/2018	2018	24	yes	TRUE	41564	FALSE	FALSE	11335.498985507247	-6937.348985507248	Dominant	A 3-6 yrs	0.06570841889117043	yes	-0.3860244987016769	-0.6685114701360853	-0.3931341183233349	7	10	no	yes	100
7978	167	Sample.197.176	6869	176	176	Major	3	10400	13773	Z691440	LE/WX	85	03/07/2018	2018	25/09/2018	84	Faecal	Faecal	12/04/2019	0.0164	16/02/2018	0	08:20	140	OFL	137	0.375	G	57.1	85	SEEN1	8887.82	NA	NA	8887.82	167	22/09/2018	2018	81	yes	TRUE	17701	FALSE	FALSE	11335.498985507247	-2447.6789855072475	Unknown	OFL	0.22176591375770022	yes	0.803872618824609	-0.6541826087574331	-0.31320291188719335	6	6	no	yes	85
8011	167	Sample.198.192	1762	192	192	Major	3	10392	13776	P885903	BB/AX	15	07/07/2018	2018	25/09/2018	80	Faecal	Faecal	15/03/2019	0.0202	10/10/2002	1	10:54	294	A	5749	15.74	RB	10	15	BrM	8842	NA	NA	8842	174	16/03/2020	2020	618	yes	TRUE	57380	FALSE	FALSE	11335.498985507247	-2493.498985507247	Dominant	Old A	1.6919917864476386	no	0.7203710667175012	-0.21285367829494573	-0.3140186617928443	7	11	no	no	15
7846	166	Sample.199.170b	6187	170	170b	Minor	3	10378	13755	L921284	NW/WX	64	10/03/2018	2018	03/04/2018	24	Faecal	Faecal	27/02/2019	0.516	26/03/2014	0	08:52	172	A	1445	3.956	RB	46.1	64	BrF	15853.08	NA	NA	15853.08	176	30/09/2021	2021	1300	yes	TRUE	70475	FALSE	FALSE	34766.75641025641	-18913.676410256405	Dominant	A 3-6 yrs	3.5592060232717317	no	-0.4486506627820077	-0.5624778959340591	-0.1891978881457159	6	4	no	yes	64
8013	167	Sample.200.235b	6556	235	235b	Major	3	10420	13818	X784192	YG/EX	617	04/08/2018	2018	25/09/2018	52	Faecal	Faecal	03/05/2019	0.266	12/05/2015	1	11:10	310	A	1180	3.231	RB	25.1	617	BrM	8004.97	NA	NA	8004.97	167	22/09/2018	2018	49	yes	TRUE	98604	FALSE	FALSE	11335.498985507247	-3330.528985507247	Dominant	A 3-6 yrs	0.13415468856947296	yes	0.13586020196774676	-0.16700132188325875	-0.32892060730849326	7	3	no	yes	617
8038	167	Sample.202.363	6654	363	363	Major	3	10534	13943	Z691137	GO/SX	618	20/09/2018	2018	25/09/2018	5	Faecal	Faecal	07/03/2019	0.0372	16/07/2016	1	11:20	320	A	796	2.179	RB	46	63	ABX	11140.89	NA	NA	11140.89	177	18/03/2022	2022	1275	yes	FALSE	52648	FALSE	FALSE	11335.498985507247	-194.60898550724778	Subordinate	A 1-3 yrs	3.490759753593429	no	-0.8452830352907696	-0.13834359912595437	-0.27309069800842783	11	11	yes	yes	63
7935	166	Sample.203.154	6170	154	154	Minor	3	10348	13740	L921494	EE/WX	140	02/03/2018	2018	03/04/2018	32	Faecal	Faecal	22/03/2019	0.0206	11/03/2014	1	08:30	150	A	1452	3.975	RB	94.2	140	BrM	19594.25	NA	NA	19594.25	177	18/03/2022	2022	1477	yes	TRUE	53899	FALSE	FALSE	34766.75641025641	-15172.506410256407	Dominant	A 3-6 yrs	4.043805612594114	no	-0.2816475585677921	-0.6255248860001287	-0.12259249586015823	6	5	no	no	140
7892	166	Sample.207.169	6737	169	169	Minor	3	10358	13743	Z691347	LG/YX	126	03/03/2018	2018	03/04/2018	31	Faecal	Faecal	22/02/2019	0.0632	16/08/2016	0	17:13	673	A	564	1.544	RB	39	55	BrF	40708.94	NA	NA	40708.94	176	30/09/2021	2021	1307	yes	FALSE	72397	FALSE	FALSE	34766.75641025641	5942.183589743596	Dominant	A 1-3 yrs	3.578370978781656	no	-0.3025229465945691	0.8732740142068899	0.2533199086651484	6	1	no	no	55
7741	164	Sample.208.102b	6384	102	102b	Major	3	10239	13642	X784177	YR/NX	110	09/09/2017	2017	25/09/2017	16	Faecal	Faecal	26/01/2018	0.232	16/01/2015	1	09:49	229	A	967	2.648	RB	77	110	BrM	61351.94	NA	NA	61351.94	173	23/09/2019	2019	744	yes	TRUE	70702	FALSE	FALSE	51559.520546875	9792.419453125003	Dominant	A 1-3 yrs	2.0369609856262834	no	-0.6156537669962232	-0.39912887621742416	0.6208346468221332	5	3	no	no	110
8055	167	Sample.209.258	6733	258	258	Major	3	10456	13872	Z691328	VY/YX	24	22/08/2018	2018	25/09/2018	34	Faecal	Faecal	22/02/2019	0.0916	17/05/2017	0	08:36	156	A	462	1.265	RB	126	407	H	7117.39	NA	NA	7117.39	178	14/09/2022	2022	1484	yes	FALSE	76048	FALSE	FALSE	11335.498985507247	-4218.108985507247	Subordinate	A 1-3 yrs	4.0629705681040384	no	-0.23989678251423824	-0.608330252345746	-0.34472251261747827	7	10	yes	yes	407
8029	167	Sample.210.312	6902	312	312	Major	3	10489	13904	Z691484	WV/SX	140	07/09/2018	2018	25/09/2018	18	Faecal	Faecal	22/02/2019	0.03	07/12/2017	0	11:47	347	SA	274	0.75	LB	94.2	140	BrF	9349.68	NA	NA	9349.68	175	15/06/2021	2021	1012	yes	TRUE	43751	FALSE	FALSE	11335.498985507247	-1985.818985507247	Dominant	SA	2.7707049965776864	no	-0.5739029909426694	-0.06096774768123257	-0.3049802525370415	6	1	no	no	140
7987	167	Sample.211.199b	6692	199	199b	Major	3	10409	13799	Z691305	YN/EX	75	17/07/2018	2018	25/09/2018	70	Faecal	Faecal	03/05/2019	0.216	28/09/2016	1	08:12	132	A	657	1.799	RB	51.2	75	H	14017.36	NA	NA	14017.36	174	16/03/2020	2020	608	yes	TRUE	41267	FALSE	FALSE	11335.498985507247	2681.8610144927534	Subordinate	A 1-3 yrs	1.6646132785763177	no	0.5116171864497318	-0.6771087869632766	-0.22187987017979716	9	5	yes	yes	75
7918	166	Sample.212.164	6195	164	164	Minor	3	10365	13744	L921204	RW/XZ	105	05/03/2018	2018	03/04/2018	29	Faecal	Faecal	29/03/2019	0.219	22/06/2014	0	12:06	366	A	1352	3.702	RB	73	105	BrF	39827.26	NA	NA	39827.26	184	27/03/2023	2023	1848	no	FALSE	69850	FALSE	FALSE	34766.75641025641	5060.5035897435955	Dominant	A 3-6 yrs	5.059548254620124	no	-0.34427372264812295	-0.006518074442354268	0.2376230431737833	5	0	no	yes	105
7992	167	Sample.214.272	6061	272	272	Major	3	10452	13869	X784200	BL/KX	100	29/08/2018	2018	25/09/2018	27	Faecal	Faecal	16/05/2019	0.12	30/01/2013	0	08:15	135	A	2037	5.577	RB	68	100	BrF	4398.15	NA	NA	4398.15	167	22/09/2018	2018	24	yes	TRUE	50134	FALSE	FALSE	11335.498985507247	-6937.348985507248	Dominant	A 3-6 yrs	0.06570841889117043	yes	-0.3860244987016769	-0.6685114701360853	-0.3931341183233349	7	10	no	yes	100
7850	166	Sample.215.153	6849	153	153	Minor	3	10344	13738	Z691425	OW/YX	159	28/02/2018	2018	03/04/2018	34	Faecal	Faecal	15/03/2019	0.0252	14/10/2017	0	11:44	344	OFL	137	0.375	LB	103.1	159	OFL	32432.6	NA	NA	32432.6	176	30/09/2021	2021	1310	yes	TRUE	88545	FALSE	FALSE	34766.75641025641	-2334.156410256408	Juvenile	OFL	3.586584531143053	no	-0.23989678251423824	-0.06956506450842388	0.10597325711265217	6	4	no	yes	159
8054	167	Sample.216.239	6894	239	239	Major	3	10444	13863	Z691460	EO/SX	12	09/08/2018	2018	25/09/2018	47	Faecal	Faecal	13/02/2019	0.0284	25/03/2018	1	14:48	528	OFL	137	0.375	G	123	172	OFL	5998.7	NA	NA	5998.7	176	30/09/2021	2021	1148	yes	FALSE	93226	FALSE	FALSE	11335.498985507247	-5336.798985507247	Juvenile	OFL	3.143052703627652	no	0.031483261833862033	0.45773703422597656	-0.36463895220614445	7	5	no	yes	172
7960	167	Sample.217.307	6034	307	307	Major	3	10468	13898	L921053	RE/KX	616	05/09/2018	2018	25/09/2018	20	Faecal	Faecal	03/05/2019	4.6	13/12/2012	0	15:01	541	A	2092	5.728	RB	1.2	616	BrF	3832.91	NA	NA	3832.91	171	09/03/2019	2019	185	yes	TRUE	40892	FALSE	FALSE	11335.498985507247	-7502.588985507247	Dominant	A 3-6 yrs	0.5065023956194388	yes	-0.5321522148891155	0.4949920738104722	-0.40319728891849327	8	9	yes	yes	616
8024	167	Sample.218.204	6739	204	204	Major	3	10408	13788	Z691334	WW/NX	531	17/07/2018	2018	25/09/2018	70	Faecal	Faecal	05/04/2019	0.0552	29/07/2017	1	10:15	255	SA	353	0.966	LB	122	179	ABX	7317.6	NA	NA	7317.6	178	14/09/2022	2022	1520	yes	FALSE	47134	FALSE	FALSE	11335.498985507247	-4017.898985507247	Subordinate	SA	4.161533196440794	no	0.5116171864497318	-0.32461879704843277	-0.3411581021283822	6	3	no	no	179
7983	167	Sample.219.262	6889	262	262	Major	3	10438	13858	Z691470	GB/LX	45	23/08/2018	2018	25/09/2018	33	Faecal	Faecal	11/04/2019	0.0876	08/04/2018	1	12:30	390	SA	137	0.375	LB	32	45	AB	16757.83	NA	NA	16757.83	177	18/03/2022	2022	1303	yes	TRUE	45116	FALSE	FALSE	11335.498985507247	5422.331014492755	Subordinate	OFL	3.567419575633128	no	-0.2607721705410152	0.062260460175176224	-0.17309029916409827	7	7	yes	no	45
8063	167	Sample.222.269	6840	269	269	Major	3	10453	13870	Z691413	LW/MX	99	27/08/2018	2018	25/09/2018	29	Faecal	Faecal	08/03/2019	0.084	26/12/2017	0	10:18	258	A	244	0.668	RB	67	99	BrF	7201.9	NA	NA	7201.9	177	18/03/2022	2022	1299	yes	TRUE	28419	FALSE	FALSE	11335.498985507247	-4133.598985507248	Dominant	SA	3.5564681724845997	no	-0.34427372264812295	-0.3160214802212415	-0.343217950755266	5	1	no	no	99
7935	166	Sample.223.163	6852	163	163	Minor	3	10362	13745	Z691427	SA/MX	140	05/03/2018	2018	03/04/2018	29	Faecal	Faecal	13/02/2019	0.084	04/06/2017	0	10:05	245	SA	274	0.75	LB	94.2	140	SEEN1	19594.25	NA	NA	19594.25	184	27/03/2023	2023	1848	no	FALSE	79320	FALSE	FALSE	34766.75641025641	-15172.506410256407	Unknown	SA	5.059548254620124	no	-0.34427372264812295	-0.35327651980573715	-0.12259249586015823	6	5	no	no	140
8027	167	Sample.224.290	6906	290	290	Major	3	10494	13902	Z691477	VB/SX	24	01/09/2018	2018	25/09/2018	24	Faecal	Faecal	17/05/2019	0.0948	17/04/2018	1	11:27	327	OFL	137	0.375	G	18	24	H	6386.19	NA	NA	6386.19	184	27/03/2023	2023	1668	no	TRUE	69797	FALSE	FALSE	11335.498985507247	-4949.308985507248	Subordinate	OFL	4.566735112936345	no	-0.4486506627820077	-0.11828319319584131	-0.3577403286587701	6	1	yes	no	24
7940	166	Sample.225.139	5821	139	139	Minor	3	10309	13710	X784066	LL/RX	169	12/02/2018	2018	03/04/2018	50	Faecal	Faecal	15/03/2019	0.0924	03/03/2012	1	09:01	181	A	2172	5.947	RB	112	169	BrM	61770.93	NA	NA	61770.93	173	23/09/2019	2019	588	yes	TRUE	45870	FALSE	FALSE	34766.75641025641	27004.173589743594	Dominant	A 3-6 yrs	1.6098562628336757	no	0.09410942591419287	-0.5366859454524852	0.628294076175444	6	2	no	no	169
7940	166	Sample.226.138	6834	138	138	Minor	3	10308	13711	Z691408	VY/MX	169	12/02/2018	2018	03/04/2018	50	Faecal	Faecal	12/04/2019	0.0336	28/09/2017	1	09:16	196	OFL	137	0.375	LB	112	169	ABX	61770.93	NA	NA	61770.93	171	09/03/2019	2019	390	yes	TRUE	43423	FALSE	FALSE	34766.75641025641	27004.173589743594	Subordinate	OFL	1.0677618069815196	no	0.09410942591419287	-0.4936993613165286	0.628294076175444	6	2	no	no	169
7858	166	Sample.231.142	6836	142	142	Minor	3	10311	13713	Z691411	GB/MX	617	13/02/2018	2018	03/04/2018	49	Faecal	Faecal	11/04/2019	0.125	29/09/2017	0	16:04	604	OFL	137	0.375	LB	25.1	617	OFL	20486.28	NA	NA	20486.28	173	23/09/2019	2019	587	yes	TRUE	149540	FALSE	FALSE	34766.75641025641	-14280.476410256408	Juvenile	OFL	1.6071184120465434	no	0.07323403788741592	0.6755357271814898	-0.10671136560398545	6	2	no	yes	617
7977	167	Sample.232.227b	6767	227	227b	Major	3	10446	13826	Z691365	AA/AX	637	02/08/2018	2018	25/09/2018	54	Faecal	Faecal	11/04/2019	0.214	23/08/2017	0	09:16	196	SA	344	0.942	LB	55.1	637	SEEN1	9740.73	NA	NA	9740.73	173	23/09/2019	2019	417	yes	FALSE	48117	FALSE	FALSE	11335.498985507247	-1594.7689855072476	Unknown	SA	1.1416837782340863	no	0.17761097802130066	-0.4936993613165286	-0.2980182490319168	6	7	no	no	637
8002	167	Sample.234.283	6776	283	283	Major	3	10477	13885	Z691403	BV/EX	618	31/08/2018	2018	25/09/2018	25	Faecal	Faecal	22/03/2019	0.032	16/07/2017	1	08:35	155	A	411	1.125	RB	35.1	618	AB	9718.46	NA	NA	9718.46	174	16/03/2020	2020	563	yes	TRUE	44136	FALSE	FALSE	11335.498985507247	-1617.038985507248	Subordinate	A 1-3 yrs	1.541409993155373	no	-0.42777527475523075	-0.6111960246214765	-0.2984147298350344	10	9	yes	yes	618
8057	167	Sample.236.294	6925	294	294	Major	3	10538	13947	Z691479	NG/GX	738	03/09/2018	2018	25/09/2018	22	Faecal	Faecal	07/03/2019	0.115	03/12/2017	0	11:25	325	SA	274	0.75	LB	140	738	ABX	12291.88	NA	NA	12291.88	184	27/03/2023	2023	1666	no	TRUE	20159	FALSE	FALSE	11335.498985507247	956.381014492752	Subordinate	SA	4.561259411362081	no	-0.4904014388355616	-0.12401473774730219	-0.25259920992669027	9	4	no	yes	738
7897	166	Sample.239.146	6191	146	146	Minor	3	10332	13733	L921278	OW/OX	68	24/02/2018	2018	03/04/2018	38	Faecal	Faecal	16/05/2019	0.106	23/07/2014	0	11:17	317	A	1312	3.592	RB	47.1	68	BrF	34091.35	NA	NA	34091.35	184	27/03/2023	2023	1857	no	FALSE	46951	FALSE	FALSE	34766.75641025641	-675.406410256408	Dominant	A 3-6 yrs	5.084188911704312	no	-0.15639523040713046	-0.14694091595314568	0.13550457871890603	6	4	no	no	68
7970	167	Sample.240.223	6022	223	223	Major	3	10426	13802	L921045	VB/WX	126	25/07/2018	2018	25/09/2018	62	Faecal	Faecal	27/02/2019	0.169	24/07/2012	0	11:13	313	A	2192	6.001	RB	86	126	BrF	30405.1	NA	NA	30405.1	173	23/09/2019	2019	425	yes	TRUE	55935	FALSE	FALSE	11335.498985507247	19069.60101449275	Dominant	Old A	1.163586584531143	no	0.3446140822355162	-0.15840400505606744	0.06987694690515875	6	3	yes	no	126
7977	167	Sample.241.209	6887	209	209	Major	3	10436	13856	Z691463	GN/GX	637	17/08/2018	2018	25/09/2018	39	Faecal	Faecal	15/03/2019	0.0364	16/11/2017	1	08:12	132	SA	274	0.75	LB	55.1	637	ABX	9740.73	NA	NA	9740.73	178	14/09/2022	2022	1489	yes	FALSE	13749	FALSE	FALSE	11335.498985507247	-1594.7689855072476	Subordinate	SA	4.076659822039699	no	-0.13551984238035353	-0.6771087869632766	-0.2980182490319168	6	7	no	no	637
8048	167	Sample.247.203	6709	203	203	Major	3	10407	13788	Z691321	WW/XZ	531	17/07/2018	2018	25/09/2018	70	Faecal	Faecal	17/05/2019	0.0428	14/10/2016	1	10:15	255	A	641	1.755	RB	78	112	BrM	4890.59	NA	NA	4890.59	184	27/03/2023	2023	1714	no	TRUE	32567	FALSE	FALSE	11335.498985507247	-6444.908985507247	Dominant	A 1-3 yrs	4.692676249144422	no	0.5116171864497318	-0.32461879704843277	-0.3843670322574518	5	2	no	no	112
7907	166	Sample.248.166	6378	166	166	Minor	3	10367	13750	L921262	RB/LX	83	07/03/2018	2018	03/04/2018	27	Faecal	Faecal	16/05/2019	0.349	04/08/2015	0	10:55	295	A	946	2.59	RB	56	83	BrF	24345.84	NA	NA	24345.84	184	27/03/2023	2023	1846	no	FALSE	29913	FALSE	FALSE	34766.75641025641	-10420.916410256406	Dominant	A 1-3 yrs	5.054072553045859	no	-0.3860244987016769	-0.2099879060192153	-0.03799823365605285	5	2	no	no	83
7994	167	Sample.249.347	6694	347	347	Major	3	10509	13938	Z691306	WY/WX	96	17/09/2018	2018	25/09/2018	8	Faecal	Faecal	11/04/2019	0.32	29/09/2016	1	09:23	203	A	718	1.966	RB	65	96	BrM	10233.73	NA	NA	10233.73	167	22/09/2018	2018	5	yes	TRUE	168446	FALSE	FALSE	11335.498985507247	-1101.7689855072476	Dominant	A 1-3 yrs	0.013689253935660506	yes	-0.7826568712104388	-0.4736389553864155	-0.28924119308503926	6	1	no	yes	96
8054	167	Sample.250.213	5621	213	213	Major	3	10421	13794	V267542	YY/UX	172	22/07/2018	2018	25/09/2018	65	Faecal	Faecal	22/03/2019	0.0408	02/11/2010	0	14:43	523	A	2819	7.718	RB	123	172	BrF	5998.7	NA	NA	5998.7	176	30/09/2021	2021	1166	yes	TRUE	25275	FALSE	FALSE	11335.498985507247	-5336.798985507247	Dominant	Old A	3.19233401779603	no	0.40724024631584704	0.44340817284732437	-0.36463895220614445	7	5	no	yes	172
8023	167	Sample.253.296	6834	296	296	Major	3	10471	13900	Z691408	VY/MX	169	04/09/2018	2018	25/09/2018	21	Faecal	Faecal	15/03/2019	0.0312	28/09/2017	1	09:05	185	SA	341	0.934	LB	112	169	AB	20983.14	NA	NA	20983.14	171	09/03/2019	2019	186	yes	TRUE	45404	FALSE	FALSE	11335.498985507247	9647.641014492752	Subordinate	SA	0.5092402464065708	yes	-0.5112768268623386	-0.5252228563495633	-0.09786558869168202	7	3	no	yes	169
7970	167	Sample.255.222	6708	222	222	Major	3	10425	13821	Z691322	WY/NX	126	25/07/2018	2018	25/09/2018	62	Faecal	Faecal	22/02/2019	0.0564	15/10/2016	1	10:14	254	A	648	1.774	RB	86	126	BrM	30405.1	NA	NA	30405.1	171	09/03/2019	2019	227	yes	FALSE	19509	FALSE	FALSE	11335.498985507247	19069.60101449275	Dominant	A 1-3 yrs	0.621492128678987	yes	0.3446140822355162	-0.3274845693241632	0.06987694690515875	6	3	yes	no	126
7958	167	Sample.256.340	6774	340	340	Major	3	10499	13933	Z691493	GE/XZ	160	13/09/2018	2018	25/09/2018	12	Faecal	Faecal	16/05/2019	0.412	15/07/2017	1	12:54	414	A	425	1.164	RB	92	134	AB	5065.94	NA	NA	5065.94	174	16/03/2020	2020	550	yes	TRUE	28375	FALSE	FALSE	11335.498985507247	-6269.558985507248	Subordinate	A 1-3 yrs	1.5058179329226558	no	-0.6991553191033311	0.1310389947927067	-0.3812452132710725	8	6	no	yes	134
8044	167	Sample.258.185	6868	185	185	Major	3	10399	13773	Z691441	OG/MX	98	03/07/2018	2018	25/09/2018	84	Faecal	Faecal	17/05/2019	0.0784	16/02/2018	1	09:55	235	OFL	137	0.375	G	66	98	SEEN2	4431.29	NA	NA	4431.29	178	14/09/2022	2022	1534	yes	TRUE	30395	FALSE	FALSE	11335.498985507247	-6904.208985507247	Unknown	OFL	4.199863107460644	no	0.803872618824609	-0.38193424256304154	-0.39254411500877195	5	2	no	no	98
8004	167	Sample.259.245	5559	245	245	Major	3	10448	13865	V267525	RW/UX	111	16/08/2018	2018	25/09/2018	40	Faecal	Faecal	15/03/2019	0.428	05/01/2010	1	16:10	610	A	3145	8.611	RB	77.1	111	BrM	5356.77	NA	NA	5356.77	171	09/03/2019	2019	205	yes	TRUE	18683	FALSE	FALSE	11335.498985507247	-5978.728985507247	Dominant	Old A	0.5612594113620808	yes	-0.11464445435357658	0.6927303608358724	-0.37606746239677147	5	1	no	no	111
7965	167	Sample.260.331	6859	331	331	Major	3	10501	13931	Z691434	YV/SX	8	12/09/2018	2018	25/09/2018	13	Faecal	Faecal	11/04/2019	0.03	06/02/2018	1	08:41	161	SA	218	0.597	LB	1.1	2	ABX	9115.13	NA	NA	9115.13	177	18/03/2022	2022	1283	yes	TRUE	30858	FALSE	FALSE	11335.498985507247	-2220.368985507248	Subordinate	SA	3.512662559890486	no	-0.678279931076554	-0.5940013909670938	-0.3091560303714029	6	4	no	no	2
7930	166	Sample.262.140	6842	140	140	Minor	3	10326	13723	Z691417	NL/MX	126	20/02/2018	2018	03/04/2018	42	Faecal	Faecal	29/03/2019	0.0344	06/10/2017	0	11:34	334	OFL	137	0.375	LB	86	126	OFL	29052.9	NA	NA	29052.9	174	16/03/2020	2020	755	yes	TRUE	29995	FALSE	FALSE	34766.75641025641	-5713.856410256405	Juvenile	OFL	2.0670773442847366	no	-0.07289367830002269	-0.09822278726572825	0.04580324497540659	7	2	no	yes	126
7935	166	Sample.263.151	6169	151	151	Minor	3	10349	13741	L921300	BR/WX	140	02/03/2018	2018	03/04/2018	32	Faecal	Faecal	11/04/2019	0.428	11/03/2014	0	08:48	168	A	1452	3.975	RB	94.2	140	BrF	19594.25	NA	NA	19594.25	173	23/09/2019	2019	570	yes	TRUE	51465	FALSE	FALSE	34766.75641025641	-15172.506410256407	Dominant	A 3-6 yrs	1.5605749486652978	no	-0.2816475585677921	-0.5739409850369808	-0.12259249586015823	6	5	no	no	140
8063	167	Sample.264.270	6032	270	270	Major	3	10454	13871	L921056	WL/KX	99	27/08/2018	2018	25/09/2018	29	Faecal	Faecal	17/05/2019	0.072	15/12/2012	1	11:48	348	A	2081	5.697	RB	67	99	BrM	7201.9	NA	NA	7201.9	167	22/09/2018	2018	26	yes	TRUE	41725	FALSE	FALSE	11335.498985507247	-4133.598985507248	Dominant	A 3-6 yrs	0.07118412046543464	yes	-0.34427372264812295	-0.05810197540550213	-0.343217950755266	5	1	no	no	99
7987	167	Sample.265.366	6139	366	366	Major	3	10535	13951	L921081	RY/RX	75	25/09/2018	2018	25/09/2018	0	Faecal	Faecal	22/03/2019	0.0344	23/02/2014	0	13:36	456	A	1675	4.586	RB	51.2	75	BrF	14017.36	NA	NA	14017.36	173	23/09/2019	2019	363	yes	TRUE	31520	FALSE	FALSE	11335.498985507247	2681.8610144927534	Dominant	A 3-6 yrs	0.9938398357289527	yes	-0.9496599754246544	0.2514014303733851	-0.22187987017979716	9	5	yes	yes	75
8002	167	Sample.266.243	6161	243	243	Major	3	10461	13877	X784109	RB/BX	618	15/08/2018	2018	25/09/2018	41	Faecal	Faecal	07/03/2019	0.142	04/03/2014	0	11:49	349	A	1625	4.449	RB	35.1	618	H	9718.46	NA	NA	9718.46	176	30/09/2021	2021	1142	yes	TRUE	43709	FALSE	FALSE	11335.498985507247	-1617.038985507248	Subordinate	A 3-6 yrs	3.1266255989048597	no	-0.09376906632679964	-0.0552362031297717	-0.2984147298350344	10	9	yes	yes	618
7951	166	Sample.269.147	6064	147	147	Minor	3	10334	13730	X784102	WV/KX	662	26/02/2018	2018	03/04/2018	36	Faecal	Faecal	05/04/2019	0.0848	12/12/2013	0	10:57	297	A	1537	4.208	RB	137	662	BrF	10785.5	NA	NA	10785.5	174	16/03/2020	2020	749	yes	FALSE	8166	FALSE	FALSE	34766.75641025641	-23981.256410256407	Dominant	A 3-6 yrs	2.0506502395619437	no	-0.19814600646068437	-0.20425636146775442	-0.2794178337345146	6	5	no	yes	662
7988	167	Sample.271.328	6835	328	328	Major	3	10533	13930	Z691410	NG/MX	36	11/09/2018	2018	25/09/2018	14	Faecal	Faecal	22/02/2019	0.0436	20/12/2017	1	11:05	305	SA	265	0.726	LB	50	71	AB	17438.84	NA	NA	17438.84	184	27/03/2023	2023	1658	no	TRUE	30052	FALSE	FALSE	11335.498985507247	6103.341014492753	Subordinate	SA	4.539356605065024	no	-0.6574045430497771	-0.18133018326191092	-0.16096603370693177	8	3	yes	no	71
