SampleID	.sample	BreedGroupID	FieldPeriodID	sample.id	BirdID	TubeNumber	OriginalSampleIDUnique	season	SequencingRun	CatchID	OccasionID	BTO	FieldRing	CatchTerritoryID	SampleDate	SampleYear	FreezerDate3	Timeinfridge	SampleType	SampleType4Way	ExtractionDate	Qubit	BirthDate	SexEstimate	SampleTime	CatchTime	Ageclass	AgeDays	SamplingAge	EyeColour	BreedTerritoryNumber	BreedTerritoryID	Status	TQcorrected	averageTQ_SameType	TQnotes_SameType	TQFinal_SameType	FieldPeriodID_LastSeen	LastPeriodSeenDate	LastBreedYearSeen	DaysToLastSeen	DiedEver	BirthDateEstimated	SampleReads	is.negLab	is.negCollection	MeanTQ_FP	MeanCentredTQ	Status2	Ageclass2	YrsToLastSeen	TerminalYear	Timeinfridge_scaled	CatchTime_scaled	TQcorrected_scaled	n_members	seasonstgt	HelperPresent	FledglingPresent	TerritoryID
Sample.56.65	51	7815	164	Sample.56.65	6676	65	65	Major	1	10205	13566	Z691142	YO/WX	743	22/08/2017	2017	25/09/2017	34	Faecal	Faecal	25/01/2018	0.078	14/07/2016	1	16:49	649	A	404	1.106	RB	50.1	72	ABX	39351.16	NA	NA	39351.16	184	27/03/2023	2023	2043	no	FALSE	84054	FALSE	FALSE	51559.520546875	-12208.360546874996	Subordinate	A 1-3 yrs	5.593429158110883	no	-0.23989678251423824	0.8044954795893594	0.22914686399263037	7	8	no	yes	72
Sample.59.68	52	7841	164	Sample.59.68	6689	68	68	Major	1	10219	13630	Z691310	GE/WX	159	29/08/2017	2017	25/09/2017	27	Faecal	Faecal	25/01/2018	0.0712	14/02/2016	1	10:00	240	A	562	1.539	RB	101.1	155	BrM	32726.03	NA	NA	32726.03	174	16/03/2020	2020	930	yes	TRUE	97053	FALSE	FALSE	51559.520546875	-18833.490546875	Dominant	A 1-3 yrs	2.546201232032854	no	-0.3860244987016769	-0.36760538118438935	0.11119729672014159	5	2	no	no	155
Sample.6.7	53	7733	164	Sample.6.7	6732	7	7	Major	1	10148	13507	Z691324	BN/YX	71	28/06/2017	2017	25/09/2017	89	Faecal	Faecal	22/01/2018	0.0356	11/02/2017	1	09:12	192	OFL	137	0.375	G	50	71	H	16628.27	NA	NA	16628.27	171	09/03/2019	2019	619	yes	FALSE	61101	FALSE	FALSE	51559.520546875	-34931.250546875	Subordinate	OFL	1.6947296372347707	no	0.9082495589584937	-0.5051624504194503	-0.17539690234559413	8	1	yes	no	71
Sample.60.69	54	7780	164	Sample.60.69	5077	69	69	Major	1	10204	13566	V267130	BV/AX	174	22/08/2017	2017	25/09/2017	34	Faecal	Faecal	23/01/2018	0.0132	26/04/2007	1	16:49	649	A	3771	10.324	RB	117	174	BrM	77976.59	NA	NA	77976.59	176	30/09/2021	2021	1500	yes	TRUE	70844	FALSE	FALSE	51559.520546875	26417.069453124997	Dominant	Old A	4.1067761806981515	no	-0.23989678251423824	0.8044954795893594	0.9168092576684983	6	17	no	no	174
Sample.61.70	55	7818	164	Sample.61.70	6272	70	70	Major	1	10212	13608	L921241	LR/EX	637	01/09/2017	2017	25/09/2017	24	Faecal	Faecal	25/01/2018	0.416	14/07/2014	0	11:36	336	A	1145	3.135	RB	55.1	637	BrF	96280.44	NA	NA	96280.44	175	15/06/2021	2021	1383	yes	FALSE	74275	FALSE	FALSE	51559.520546875	44720.919453125	Dominant	A 3-6 yrs	3.786447638603696	no	-0.4486506627820077	-0.09249124271426738	1.242679268811003	6	5	no	yes	637
Sample.62.71	56	7819	164	Sample.62.71	5292	71	71	Major	1	10210	13625	V267412	NV/OX	90	21/08/2017	2017	25/09/2017	35	Faecal	Faecal	25/01/2018	0.102	23/11/2008	1	15:48	588	A	3193	8.742	RB	60.1	90	BrM	66247.97	NA	NA	66247.97	175	15/06/2021	2021	1394	yes	TRUE	50477	FALSE	FALSE	51559.520546875	14688.449453125002	Dominant	Old A	3.8165639972621492	no	-0.2190213944874613	0.6296833707698027	0.7080004261884434	6	10	no	yes	90
Sample.64.73	57	7821	164	Sample.64.73	6761	73	73	Major	1	10196	13608	Z691360	NY/NX	743	01/09/2017	2017	25/09/2017	24	Faecal	Faecal	20/12/2017	0.0538	31/08/2016	1	09:40	220	A	366	1.002	RB	77.2	743	BrM	NA	4596.66	TQ is average from previous/next season of the same type	4596.66	171	09/03/2019	2019	554	yes	FALSE	90434	FALSE	FALSE	51559.520546875	-46962.860546875	Dominant	A 1-3 yrs	1.516769336071184	no	-0.4486506627820077	-0.42492082669899806	NA	6	1	no	yes	743
Sample.66.75	58	7800	164	Sample.66.75	6563	75	75	Major	1	10215	13629	Z691101	EV/EX	9	31/08/2017	2017	25/09/2017	25	Faecal	Faecal	25/01/2018	0.111	25/12/2015	1	11:44	344	A	615	1.684	RB	141	746	BrM	NA	9220.5	TQ is average from previous/next season of the same type	9220.5	176	30/09/2021	2021	1491	yes	FALSE	51309	FALSE	FALSE	51559.520546875	-42339.020546875	Dominant	A 1-3 yrs	4.082135523613963	no	-0.42777527475523075	-0.06956506450842388	NA	5	1	no	no	746
Sample.67.76	59	7821	164	Sample.67.76	6761	76	76	Major	1	10196	13608	Z691360	NY/NX	743	01/09/2017	2017	25/09/2017	24	Faecal	Faecal	23/01/2018	0.0416	31/08/2016	1	09:40	220	A	366	1.002	RB	77.2	743	BrM	NA	4596.66	TQ is average from previous/next season of the same type	4596.66	171	09/03/2019	2019	554	yes	FALSE	75625	FALSE	FALSE	51559.520546875	-46962.860546875	Dominant	A 1-3 yrs	1.516769336071184	no	-0.4486506627820077	-0.42492082669899806	NA	6	1	no	yes	743
Sample.70.80	60	7787	164	Sample.70.80	6249	80	80	Major	1	10218	13631	L921247	WY/BX	154	28/08/2017	2017	25/09/2017	28	Faecal	Faecal	17/01/2018	0.208	29/07/2014	1	15:33	573	A	1126	3.083	RB	101	154	BrM	25958.57	NA	NA	25958.57	184	27/03/2023	2023	2037	no	FALSE	54666	FALSE	FALSE	51559.520546875	-25600.950546875	Dominant	A 3-6 yrs	5.577002053388091	no	-0.3651491106748999	0.5866967866338462	-0.009286222627233692	7	2	no	yes	154
